id,release_date,movie,production_budget,domestic_gross,worldwide_gross
1,18-Feb-11,"Big Mommas: Like Father, Like Son","$32,000,000 ","$37,915,414 ","$82,332,450 "
2,15-Jan-93,Alive,"$32,000,000 ","$36,299,670 ","$36,299,670 "
3,23-Feb-07,The Number 23,"$32,000,000 ","$35,193,167 ","$77,593,167 "
4,14-Dec-79,1941,"$32,000,000 ","$34,175,000 ","$94,875,000 "
5,21-Oct-05,Dreamer: Inspired by a True Story,"$32,000,000 ","$33,022,286 ","$39,498,360 "
6,23-Sep-05,A History of Violence,"$32,000,000 ","$31,493,782 ","$61,477,797 "
7,15-Mar-13,The Incredible Burt Wonderstone,"$32,000,000 ","$22,537,881 ","$27,392,609 "
8,10-Feb-95,The Quick and the Dead,"$32,000,000 ","$18,552,460 ","$18,552,460 "
9,30-Apr-04,Laws of Attraction,"$32,000,000 ","$17,848,322 ","$29,948,322 "
10,12-Oct-18,Bad Times at the El Royale,"$32,000,000 ","$17,839,115 ","$29,204,379 "
11,3-Sep-10,Going the Distance,"$32,000,000 ","$17,804,299 ","$43,603,990 "
12,22-Oct-99,Bringing Out The Dead,"$32,000,000 ","$16,640,210 ","$16,640,210 "
13,19-Mar-10,Repo Men,"$32,000,000 ","$13,942,007 ","$18,195,238 "
14,14-Sep-07,Dragon Wars: D-War,"$32,000,000 ","$10,977,721 ","$79,915,361 "
15,6-Sep-96,Bogus,"$32,000,000 ","$4,357,406 ","$4,357,406 "
16,26-Mar-97,Cats Don't Dance,"$32,000,000 ","$3,588,602 ","$3,588,602 "
17,8-Dec-99,Cradle Will Rock,"$32,000,000 ","$2,899,970 ","$2,899,970 "
18,15-Dec-06,The Good German,"$32,000,000 ","$1,308,696 ","$6,678,033 "
19,31-Dec-04,George and the Dragon,"$32,000,000 ",$0 ,$0 
20,15-Aug-79,Apocalypse Now,"$31,500,000 ","$78,800,000 ","$81,250,485 "
21,15-Apr-16,Criminal,"$31,500,000 ","$14,708,696 ","$38,771,262 "
22,12-Apr-13,42,"$31,000,000 ","$95,020,213 ","$97,470,701 "
23,2-Nov-12,Flight,"$31,000,000 ","$93,772,375 ","$160,558,438 "
24,29-Dec-95,Mr. Hollandâs Opus,"$31,000,000 ","$82,582,604 ","$106,282,604 "
25,18-Dec-85,Out of Africa,"$31,000,000 ","$79,096,868 ","$258,210,860 "
26,29-Jun-79,Moonraker,"$31,000,000 ","$70,300,000 ","$210,300,000 "
27,7-Mar-14,The Grand Budapest Hotel,"$31,000,000 ","$59,076,019 ","$163,981,261 "
28,29-Jul-15,Vacation,"$31,000,000 ","$58,884,188 ","$102,306,500 "
29,18-Jul-90,Arachnophobia,"$31,000,000 ","$53,208,180 ","$53,208,180 "
30,13-Feb-19,Isnât it Romantic,"$31,000,000 ","$48,791,187 ","$48,791,187 "
31,28-Apr-00,Frequency,"$31,000,000 ","$44,983,704 ","$68,079,671 "
32,28-Sep-01,Hearts in Atlantis,"$31,000,000 ","$24,185,781 ","$30,885,781 "
33,22-Jan-10,Extraordinary Measures,"$31,000,000 ","$12,482,741 ","$15,826,984 "
34,25-Aug-17,Birth of the Dragon,"$31,000,000 ","$6,901,965 ","$7,220,490 "
35,20-Oct-95,Get Shorty,"$30,250,000 ","$72,021,008 ","$115,021,008 "
36,8-Jun-84,Ghostbusters,"$30,000,000 ","$242,212,467 ","$295,212,467 "
37,22-Nov-95,Toy Story,"$30,000,000 ","$191,796,233 ","$364,545,516 "
38,15-Aug-18,Crazy Rich Asians,"$30,000,000 ","$174,532,921 ","$238,099,711 "
39,27-Dec-02,Chicago,"$30,000,000 ","$170,687,518 ","$306,770,545 "
40,25-Jun-99,Big Daddy,"$30,000,000 ","$163,479,795 ","$228,641,283 "
41,10-Aug-01,American Pie 2,"$30,000,000 ","$145,096,820 ","$286,500,000 "
42,10-Feb-12,The Vow,"$30,000,000 ","$125,014,030 ","$197,618,160 "
43,10-Jun-94,Speed,"$30,000,000 ","$121,248,145 ","$283,200,000 "
44,2-Mar-90,The Hunt for Red October,"$30,000,000 ","$120,709,866 ","$200,500,000 "
45,16-Aug-13,Lee Daniels' The Butler,"$30,000,000 ","$116,632,095 ","$177,025,498 "
46,29-Sep-00,Remember the Titans,"$30,000,000 ","$115,654,751 ","$136,706,683 "
47,14-Aug-09,District 9,"$30,000,000 ","$115,646,235 ","$212,453,431 "
48,18-Jun-04,Dodgeball: A True Underdog Story,"$30,000,000 ","$114,326,736 ","$167,791,704 "
49,22-Nov-91,The Addams Family,"$30,000,000 ","$113,502,246 ","$191,502,246 "
50,10-Nov-95,Ace Ventura: When Nature Calls,"$30,000,000 ","$108,360,063 ","$212,400,000 "
51,3-Aug-01,The Princess Diaries,"$30,000,000 ","$108,244,774 ","$165,334,774 "
52,5-Mar-99,Analyze This,"$30,000,000 ","$106,885,658 ","$176,885,658 "
53,20-Sep-96,The First Wives Club,"$30,000,000 ","$105,489,203 ","$181,489,203 "
54,15-Dec-04,Million Dollar Baby,"$30,000,000 ","$100,492,203 ","$231,928,227 "
55,22-Sep-95,Se7en,"$30,000,000 ","$100,125,643 ","$328,125,643 "
56,8-Oct-03,Mystic River,"$30,000,000 ","$90,135,191 ","$156,822,020 "
57,18-Dec-15,Sisters,"$30,000,000 ","$87,044,645 ","$106,030,660 "
58,10-Nov-99,Pokemon: The First Movie,"$30,000,000 ","$85,744,662 ","$163,644,662 "
59,19-Nov-04,SpongeBob SquarePants: The Movie,"$30,000,000 ","$85,416,609 ","$142,051,255 "
60,4-Dec-09,Up in the Air,"$30,000,000 ","$83,823,381 ","$166,842,739 "
61,25-Jun-04,The Notebook,"$30,000,000 ","$81,001,787 ","$116,025,023 "
62,10-Apr-09,Hannah Montana the Movie,"$30,000,000 ","$79,576,189 ","$169,173,206 "
63,18-Jan-08,27 Dresses,"$30,000,000 ","$76,808,654 ","$160,247,805 "
64,17-Nov-00,Rugrats in Paris,"$30,000,000 ","$76,501,438 ","$103,284,813 "
65,18-Aug-17,The Hitmanâs Bodyguard,"$30,000,000 ","$75,468,583 ","$172,778,667 "
66,25-Dec-91,The Prince of Tides,"$30,000,000 ","$74,787,599 ","$74,787,599 "
67,12-Aug-05,Four Brothers,"$30,000,000 ","$74,494,381 ","$92,494,381 "
68,23-Dec-94,Legends of the Fall,"$30,000,000 ","$66,502,573 ","$160,502,573 "
69,28-Sep-12,Looper,"$30,000,000 ","$66,486,205 ","$170,466,405 "
70,1-Feb-13,Warm Bodies,"$30,000,000 ","$66,380,662 ","$115,121,608 "
71,13-Dec-02,About Schmidt,"$30,000,000 ","$65,005,217 ","$107,054,484 "
72,17-Jan-14,The Nut Job,"$30,000,000 ","$64,251,538 ","$122,529,966 "
73,16-Feb-01,Down to Earth,"$30,000,000 ","$64,172,251 ","$71,172,251 "
74,4-Aug-95,Babe,"$30,000,000 ","$63,658,910 ","$246,100,000 "
75,8-Aug-12,Hope Springs,"$30,000,000 ","$63,536,011 ","$133,085,295 "
76,18-Apr-08,Forgetting Sarah Marshall,"$30,000,000 ","$63,172,463 ","$105,173,042 "
77,8-Oct-04,Friday Night Lights,"$30,000,000 ","$61,255,921 ","$61,950,770 "
78,17-Nov-89,Harlem Nights,"$30,000,000 ","$60,857,262 ","$95,857,262 "
79,25-Apr-08,Baby Mama,"$30,000,000 ","$60,494,212 ","$64,170,447 "
80,29-May-98,Hope Floats,"$30,000,000 ","$60,110,313 ","$81,529,000 "
81,9-Jan-09,Bride Wars,"$30,000,000 ","$58,715,510 ","$115,150,424 "
82,20-Aug-04,Without a Paddle,"$30,000,000 ","$58,156,435 ","$65,121,280 "
83,20-May-11,Midnight in Paris,"$30,000,000 ","$56,816,662 ","$162,502,774 "
84,22-Nov-17,Darkest Hour,"$30,000,000 ","$56,443,120 ","$150,807,172 "
85,5-Oct-05,Wallace & Gromit: The Curse of the Were-Rabbit,"$30,000,000 ","$56,068,547 ","$197,593,152 "
86,21-Dec-07,P.S. I Love You,"$30,000,000 ","$53,695,808 ","$155,769,678 "
87,23-Sep-05,Corpse Bride,"$30,000,000 ","$53,359,111 ","$114,770,654 "
88,11-May-18,Life of the Party,"$30,000,000 ","$53,059,911 ","$65,759,911 "
89,14-May-10,Letters to Juliet,"$30,000,000 ","$53,032,453 ","$82,148,538 "
90,6-Apr-01,Blow,"$30,000,000 ","$52,990,775 ","$83,282,296 "
91,12-Feb-99,Message in a Bottle,"$30,000,000 ","$52,880,016 ","$52,880,016 "
92,24-Jul-15,Southpaw,"$30,000,000 ","$52,421,953 ","$94,156,456 "
93,9-Jun-89,Star Trek V: The Final Frontier,"$30,000,000 ","$52,210,049 ","$70,200,000 "
94,28-Jul-17,Atomic Blonde,"$30,000,000 ","$51,573,925 ","$98,345,423 "
95,3-Jul-02,Like Mike,"$30,000,000 ","$51,432,423 ","$62,432,423 "
96,18-Mar-94,Naked Gun 33 1/3: The Final Insult,"$30,000,000 ","$51,041,856 ","$51,041,856 "
97,7-Dec-07,Atonement,"$30,000,000 ","$50,980,159 ","$129,779,728 "
98,24-May-85,A View to a Kill,"$30,000,000 ","$50,327,960 ","$152,627,960 "
99,14-Jan-05,Racing Stripes,"$30,000,000 ","$49,772,522 ","$89,955,540 "
100,18-Sep-15,Sicario,"$30,000,000 ","$46,889,293 ","$84,393,749 "
1,22-Sep-89,Black Rain,"$30,000,000 ","$45,892,212 ","$45,892,212 "
2,26-Jun-87,Full Metal Jacket,"$30,000,000 ","$45,015,999 ","$45,015,999 "
3,19-Jan-18,Den of Thieves,"$30,000,000 ","$44,947,622 ","$80,131,391 "
4,13-Apr-12,The Three Stooges,"$30,000,000 ","$44,338,224 ","$54,052,249 "
5,21-Jul-00,Pokemon 2000,"$30,000,000 ","$43,746,923 ","$133,946,923 "
6,24-Oct-14,John Wick,"$30,000,000 ","$43,037,835 ","$76,235,001 "
7,13-Jan-06,Glory Road,"$30,000,000 ","$42,647,449 ","$42,799,060 "
8,24-Apr-15,The Age of Adaline,"$30,000,000 ","$42,629,776 ","$68,984,536 "
9,6-Aug-10,Step Up 3D,"$30,000,000 ","$42,400,223 ","$165,889,117 "
10,29-May-09,Drag Me To Hell,"$30,000,000 ","$42,100,625 ","$91,388,487 "
11,13-Apr-12,The Cabin in the Woods,"$30,000,000 ","$42,073,277 ","$70,689,968 "
12,19-Sep-03,Secondhand Lions,"$30,000,000 ","$42,070,939 ","$47,902,566 "
13,10-Nov-06,Stranger Than Fiction,"$30,000,000 ","$40,435,190 ","$53,572,822 "
14,8-Apr-11,Hanna,"$30,000,000 ","$40,259,119 ","$65,343,694 "
15,16-Aug-02,Blue Crush,"$30,000,000 ","$40,118,420 ","$51,618,420 "
16,19-Oct-07,30 Days of Night,"$30,000,000 ","$39,568,996 ","$80,276,156 "
17,19-Dec-86,Little Shop of Horrors,"$30,000,000 ","$38,747,385 ","$38,747,385 "
18,15-Sep-06,Gridiron Gang,"$30,000,000 ","$38,432,823 ","$41,457,834 "
19,20-Jul-88,Midnight Run,"$30,000,000 ","$38,413,606 ","$81,613,606 "
20,25-Jan-08,Meet the Spartans,"$30,000,000 ","$38,233,676 ","$84,646,831 "
21,13-Nov-87,The Running Man,"$30,000,000 ","$38,122,000 ","$38,122,000 "
22,13-Sep-13,The Family,"$30,000,000 ","$36,918,811 ","$51,078,541 "
23,9-Feb-18,The 15:17 to Paris,"$30,000,000 ","$36,276,286 ","$56,096,200 "
24,21-Nov-97,Mortal Kombat: Annihilation,"$30,000,000 ","$35,927,406 ","$51,327,406 "
25,1-Jul-11,Larry Crowne,"$30,000,000 ","$35,608,245 ","$61,449,135 "
26,18-Oct-13,Carrie,"$30,000,000 ","$35,266,619 ","$82,409,520 "
27,7-Apr-06,Take the Lead,"$30,000,000 ","$34,742,066 ","$65,390,493 "
28,2-Mar-18,Death Wish,"$30,000,000 ","$34,017,028 ","$48,575,965 "
29,24-Nov-10,Love and Other Drugs,"$30,000,000 ","$32,367,005 ","$102,716,321 "
30,3-Jun-15,Entourage,"$30,000,000 ","$32,363,404 ","$46,438,538 "
31,1-Jun-01,What's the Worst That Could Happen?,"$30,000,000 ","$32,267,774 ","$38,462,071 "
32,8-Feb-13,Side Effects,"$30,000,000 ","$32,172,757 ","$66,742,138 "
33,9-Sep-09,9,"$30,000,000 ","$31,749,894 ","$48,559,999 "
34,2-Jul-14,Deliver Us from Evil,"$30,000,000 ","$30,577,122 ","$87,956,618 "
35,1-Aug-14,Get on Up,"$30,000,000 ","$30,569,935 ","$33,339,868 "
36,25-Dec-17,Mollyâs Game,"$30,000,000 ","$28,780,744 ","$53,296,424 "
37,27-Apr-12,The Five-Year Engagement,"$30,000,000 ","$28,700,285 ","$61,623,819 "
38,2-Apr-04,The Prince & Me,"$30,000,000 ","$28,165,882 ","$29,356,757 "
39,15-Jul-11,Winnie the Pooh,"$30,000,000 ","$26,692,846 ","$50,145,607 "
40,15-May-98,Bulworth,"$30,000,000 ","$26,528,684 ","$29,203,383 "
41,13-Jun-03,Dumb and Dumberer: When Harry Met Lloyd,"$30,000,000 ","$26,214,846 ","$26,214,846 "
42,14-Sep-18,White Boy Rick,"$30,000,000 ","$24,004,833 ","$25,947,983 "
43,4-Aug-95,Virtuosity,"$30,000,000 ","$23,998,226 ","$23,998,226 "
44,18-Sep-98,One True Thing,"$30,000,000 ","$23,337,196 ","$26,708,196 "
45,4-Feb-11,Sanctum,"$30,000,000 ","$23,209,310 ","$108,957,098 "
46,21-Jul-06,My Super Ex-Girlfriend,"$30,000,000 ","$22,530,295 ","$60,772,856 "
47,25-Aug-17,Ballerina,"$30,000,000 ","$21,858,070 ","$96,892,829 "
48,17-Sep-04,Mr. 3000,"$30,000,000 ","$21,800,302 ","$21,827,296 "
49,19-Nov-10,The Next Three Days,"$30,000,000 ","$21,148,651 ","$67,255,916 "
50,12-Jan-18,Proud Mary,"$30,000,000 ","$20,868,638 ","$21,709,539 "
51,6-Aug-04,Little Black Book,"$30,000,000 ","$20,422,207 ","$21,758,371 "
52,19-Jan-05,Assault On Precinct 13,"$30,000,000 ","$20,040,895 ","$36,040,895 "
53,4-Oct-13,Runner Runner,"$30,000,000 ","$19,316,646 ","$60,512,680 "
54,6-Feb-98,The Replacement Killers,"$30,000,000 ","$19,035,741 ","$19,035,741 "
55,28-Apr-17,Baahubali 2: The Conclusion,"$30,000,000 ","$18,985,794 ","$263,502,914 "
56,3-Mar-06,Ultraviolet,"$30,000,000 ","$18,522,064 ","$30,962,112 "
57,21-Oct-05,North Country,"$30,000,000 ","$18,324,242 ","$23,676,771 "
58,19-Aug-11,Fright Night,"$30,000,000 ","$18,298,649 ","$40,520,649 "
59,15-Sep-17,mother!,"$30,000,000 ","$17,800,004 ","$42,531,076 "
60,9-Oct-15,Steve Jobs,"$30,000,000 ","$17,766,658 ","$35,579,007 "
61,17-Jul-02,Eight Legged Freaks,"$30,000,000 ","$17,266,505 ","$36,722,311 "
62,19-Jul-96,Fled,"$30,000,000 ","$17,192,205 ","$19,892,205 "
63,4-Jun-10,Splice,"$30,000,000 ","$17,010,170 ","$28,542,494 "
64,18-Apr-08,88 Minutes,"$30,000,000 ","$16,930,884 ","$32,955,399 "
65,9-Apr-04,The Whole Ten Yards,"$30,000,000 ","$16,323,969 ","$26,323,969 "
66,1-Aug-86,Howard the Duck,"$30,000,000 ","$16,295,774 ","$16,295,774 "
67,24-Oct-08,Pride and Glory,"$30,000,000 ","$15,740,721 ","$43,440,721 "
68,26-Aug-05,The Cave,"$30,000,000 ","$15,007,991 ","$27,147,991 "
69,30-Apr-04,Godsend,"$30,000,000 ","$14,334,645 ","$16,910,708 "
70,20-Jun-03,Alex & Emma,"$30,000,000 ","$14,208,384 ","$15,358,583 "
71,3-Sep-04,Wicker Park,"$30,000,000 ","$13,001,257 ","$21,577,076 "
72,25-Dec-05,The New World,"$30,000,000 ","$12,712,093 ","$26,184,400 "
73,29-Jun-07,Evening,"$30,000,000 ","$12,406,646 ","$12,885,574 "
74,18-Jan-13,The Last Stand,"$30,000,000 ","$12,050,299 ","$48,330,757 "
75,15-Jan-99,In Dreams,"$30,000,000 ","$12,017,369 ","$12,017,369 "
76,12-Mar-99,Wing Commander,"$30,000,000 ","$11,578,022 ","$11,578,022 "
77,12-Jan-01,Antitrust,"$30,000,000 ","$10,965,209 ","$17,865,209 "
78,8-Mar-13,Dead Man Down,"$30,000,000 ","$10,895,295 ","$19,599,974 "
79,29-Apr-11,Hoodwinked Too: Hood vs. Evil,"$30,000,000 ","$10,143,779 ","$23,353,111 "
80,10-Apr-09,Dragonball Evolution,"$30,000,000 ","$9,362,785 ","$58,228,460 "
81,24-Sep-04,First Daughter,"$30,000,000 ","$9,055,010 ","$10,419,084 "
82,14-Apr-17,The Lost City of Z,"$30,000,000 ","$8,574,339 ","$17,121,823 "
83,9-Sep-05,An Unfinished Life,"$30,000,000 ","$8,535,575 ","$18,535,575 "
84,3-Feb-17,The Space Between Us,"$30,000,000 ","$7,885,294 ","$16,481,405 "
85,25-Dec-09,The Imaginarium of Doctor Parnassus,"$30,000,000 ","$7,689,607 ","$64,352,607 "
86,14-Jan-11,Barney's Version,"$30,000,000 ","$7,502,560 ","$8,845,575 "
87,20-Sep-02,Trapped,"$30,000,000 ","$6,916,869 ","$6,916,869 "
88,31-Aug-18,Kin,"$30,000,000 ","$5,718,096 ","$10,096,821 "
89,1-Jun-84,Once Upon a Time in America,"$30,000,000 ","$5,321,508 ","$5,575,648 "
90,22-Sep-17,Stronger,"$30,000,000 ","$4,211,129 ","$8,786,752 "
91,22-Jan-99,Gloria,"$30,000,000 ","$4,167,493 ","$4,967,493 "
92,21-Sep-07,The Assassination of Jesse James by the Coward Robert Ford,"$30,000,000 ","$3,909,149 ","$15,313,631 "
93,29-Dec-04,The Merchant of Venice,"$30,000,000 ","$3,765,585 ","$18,765,585 "
94,2-Apr-03,The Good Thief,"$30,000,000 ","$3,517,797 ","$6,460,758 "
95,17-Aug-05,Supercross,"$30,000,000 ","$3,102,550 ","$3,252,550 "
96,29-Dec-06,Miss Potter,"$30,000,000 ","$3,005,605 ","$35,891,257 "
97,5-May-06,Wu ji,"$30,000,000 ","$669,625 ","$35,869,934 "
98,14-Jun-19,Shaft,"$30,000,000 ","$600,000 ","$600,000 "
99,23-Sep-11,Machine Gun Preacher,"$30,000,000 ","$538,690 ","$3,721,988 "
100,2-Feb-18,Bilal: A New Breed of Hero,"$30,000,000 ","$490,973 ","$648,599 "
1,15-Jun-07,DOA: Dead or Alive,"$30,000,000 ","$480,314 ","$7,755,686 "
2,19-Feb-10,Le Petit Nicolas,"$30,000,000 ","$201,857 ","$52,339,566 "
3,7-Oct-11,Xinhai geming,"$30,000,000 ","$135,739 ","$8,593,154 "
4,21-Feb-08,Genghis Khan: To the Ends of the Earth and Sea,"$30,000,000 ","$3,892 ","$4,874,498 "
5,30-Jan-15,Wild Card,"$30,000,000 ","$3,200 ","$4,315,789 "
6,5-Jun-15,United Passions,"$30,000,000 ",$918 ,"$168,832 "
7,31-Dec-10,Konferenz der Tiere,"$30,000,000 ",$0 ,"$53,048,539 "
8,1-Dec-15,Grace of Monaco,"$30,000,000 ",$0 ,"$25,199,891 "
9,8-Mar-16,Savva. Serdtse voyna,"$30,000,000 ",$0 ,"$5,015,080 "
10,14-Dec-07,Goodbye Bafana,"$30,000,000 ",$0 ,"$2,717,302 "
11,31-Dec-13,Space Pirate Captain Harlock,"$30,000,000 ",$0 ,"$310,985 "
12,31-Dec-03,Ripley's Game,"$30,000,000 ",$0 ,$0 
13,24-Feb-17,Collide,"$29,200,000 ","$2,280,004 ","$5,466,698 "
14,15-May-15,Pitch Perfect 2,"$29,000,000 ","$184,296,230 ","$287,625,468 "
15,18-Nov-05,Walk the Line,"$29,000,000 ","$119,519,402 ","$187,707,495 "
16,28-Sep-18,Night School,"$29,000,000 ","$77,339,130 ","$103,008,792 "
17,8-Apr-16,The Boss,"$29,000,000 ","$63,077,560 ","$78,652,207 "
18,27-Dec-95,12 Monkeys,"$29,000,000 ","$57,141,459 ","$168,841,459 "
19,12-Sep-03,Once Upon a Time in Mexico,"$29,000,000 ","$56,330,657 ","$97,413,527 "
20,14-Apr-00,Keeping the Faith,"$29,000,000 ","$37,036,404 ","$45,336,404 "
21,18-Aug-17,Logan Lucky,"$29,000,000 ","$27,778,642 ","$44,264,271 "
22,12-Aug-16,Florence Foster Jenkins,"$29,000,000 ","$27,383,770 ","$56,000,339 "
23,13-Feb-98,The Borrowers,"$29,000,000 ","$22,619,589 ","$54,045,832 "
24,5-Dec-08,Frost/Nixon,"$29,000,000 ","$18,622,031 ","$28,452,945 "
25,12-Nov-04,Seed of Chucky,"$29,000,000 ","$17,016,190 ","$24,716,190 "
26,23-Aug-02,Serving Sara,"$29,000,000 ","$16,930,185 ","$20,146,150 "
27,31-Dec-02,Confessions of a Dangerous Mind,"$29,000,000 ","$16,007,718 ","$33,013,805 "
28,26-Aug-09,Taking Woodstock,"$29,000,000 ","$7,460,204 ","$10,066,366 "
29,6-Nov-87,Cry Freedom,"$29,000,000 ","$5,899,797 ","$25,899,797 "
30,30-Sep-19,Unhinged,"$29,000,000 ",$0 ,$0 
31,24-Sep-99,Mumford,"$28,700,000 ","$4,559,569 ","$4,559,569 "
32,4-Mar-05,The Jacket,"$28,500,000 ","$6,301,131 ","$15,452,978 "
33,11-Nov-92,Aladdin,"$28,000,000 ","$217,350,219 ","$504,050,219 "
34,23-May-84,Indiana Jones and the Temple of Doom,"$28,000,000 ","$179,880,271 ","$333,080,271 "
35,14-Aug-15,Straight Outta Compton,"$28,000,000 ","$161,197,785 ","$202,182,981 "
36,21-Jul-17,Girls Trip,"$28,000,000 ","$115,108,515 ","$140,886,353 "
37,20-Nov-98,The Rugrats Movie,"$28,000,000 ","$100,494,685 ","$140,894,685 "
38,15-Jul-88,Die Hard,"$28,000,000 ","$81,350,242 ","$139,109,346 "
39,6-Apr-01,Along Came a Spider,"$28,000,000 ","$74,058,698 ","$105,159,085 "
40,1-Nov-17,A Bad Moms Christmas,"$28,000,000 ","$72,110,659 ","$127,710,550 "
41,14-Feb-13,Safe Haven,"$28,000,000 ","$71,399,120 ","$94,050,951 "
42,11-Dec-15,The Big Short,"$28,000,000 ","$70,259,870 ","$133,162,752 "
43,7-Nov-08,Role Models,"$28,000,000 ","$67,300,955 ","$94,500,826 "
44,10-Oct-14,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","$28,000,000 ","$66,954,149 ","$101,379,287 "
45,6-Feb-04,Miracle,"$28,000,000 ","$64,378,093 ","$64,474,705 "
46,28-Jan-13,Last Vegas,"$28,000,000 ","$63,914,167 ","$112,914,167 "
47,26-Jan-01,The Wedding Planner,"$28,000,000 ","$60,400,856 ","$94,728,529 "
48,19-Mar-04,Dawn of the Dead,"$28,000,000 ","$58,990,765 ","$103,452,875 "
49,26-Jun-81,For Your Eyes Only,"$28,000,000 ","$54,800,000 ","$195,300,000 "
50,15-Jun-18,Tag,"$28,000,000 ","$54,730,625 ","$77,026,186 "
51,14-Dec-01,The Royal Tenenbaums,"$28,000,000 ","$52,353,636 ","$71,430,876 "
52,25-Apr-03,Identity,"$28,000,000 ","$52,131,264 ","$82,183,683 "
53,5-Oct-01,Serendipity,"$28,000,000 ","$50,255,310 ","$77,477,297 "
54,16-Apr-10,Kick-Ass,"$28,000,000 ","$48,071,303 ","$97,531,134 "
55,28-Sep-01,Zoolander,"$28,000,000 ","$45,172,250 ","$60,780,981 "
56,16-Sep-94,Timecop,"$28,000,000 ","$44,853,581 ","$102,053,581 "
57,27-Jul-07,No Reservations,"$28,000,000 ","$43,107,979 ","$91,943,956 "
58,16-Jul-93,Hocus Pocus,"$28,000,000 ","$39,360,491 ","$39,360,491 "
59,11-Nov-05,Pride & Prejudice,"$28,000,000 ","$38,372,662 ","$126,549,607 "
60,12-Aug-11,30 Minutes or Less,"$28,000,000 ","$37,053,924 ","$40,966,716 "
61,22-Dec-00,Dracula 2000,"$28,000,000 ","$33,000,377 ","$33,000,377 "
62,25-Jun-82,Blade Runner,"$28,000,000 ","$32,656,328 ","$39,342,912 "
63,7-Apr-95,Rob Roy,"$28,000,000 ","$31,390,587 ","$31,390,587 "
64,21-Feb-14,3 Days to Kill,"$28,000,000 ","$30,697,999 ","$38,959,900 "
65,16-Aug-13,Kick-Ass 2,"$28,000,000 ","$28,795,985 ","$63,129,909 "
66,12-Oct-07,We Own the Night,"$28,000,000 ","$28,563,179 ","$55,307,857 "
67,19-Sep-14,A Walk Among the Tombstones,"$28,000,000 ","$26,017,685 ","$62,108,587 "
68,15-Jan-10,The Spy Next Door,"$28,000,000 ","$24,307,106 ","$46,752,858 "
69,25-Apr-14,Brick Mansions,"$28,000,000 ","$20,396,829 ","$73,421,224 "
70,12-May-06,Just My Luck,"$28,000,000 ","$17,326,650 ","$38,159,905 "
71,13-Oct-00,Lost Souls,"$28,000,000 ","$16,779,636 ","$31,320,293 "
72,21-Aug-15,American Ultra,"$28,000,000 ","$14,439,985 ","$30,295,028 "
73,18-Apr-03,Winged Migration,"$28,000,000 ","$11,689,053 ","$39,134,983 "
74,5-Feb-16,Pride and Prejudice and Zombies,"$28,000,000 ","$10,907,291 ","$16,638,300 "
75,1-Oct-99,"Mystery, Alaska","$28,000,000 ","$8,891,623 ","$8,891,623 "
76,24-Aug-01,John Carpenterâs Ghosts of Mars,"$28,000,000 ","$8,434,601 ","$8,434,601 "
77,11-Jul-97,A Simple Wish,"$28,000,000 ","$8,165,213 ","$8,165,213 "
78,30-Oct-15,Our Brand is Crisis,"$28,000,000 ","$7,002,261 ","$8,594,558 "
79,25-Dec-97,Kundun,"$28,000,000 ","$5,686,694 ","$5,686,694 "
80,3-Oct-08,How to Lose Friends & Alienate People,"$28,000,000 ","$2,775,593 ","$12,031,443 "
81,31-Dec-07,Alatriste,"$28,000,000 ",$0 ,"$22,860,477 "
82,1-Jun-07,Knocked Up,"$27,500,000 ","$148,761,765 ","$219,265,952 "
83,10-Jun-83,Octopussy,"$27,500,000 ","$67,900,000 ","$187,500,000 "
84,26-Jun-09,My Sister's Keeper,"$27,500,000 ","$49,200,230 ","$96,673,002 "
85,8-Feb-08,Welcome Home Roscoe Jenkins,"$27,500,000 ","$42,436,517 ","$43,607,627 "
86,13-Jan-12,Joyful Noise,"$27,500,000 ","$30,932,113 ","$31,157,914 "
87,14-Dec-84,A Passage to India,"$27,500,000 ","$27,187,653 ","$27,187,653 "
88,25-Dec-06,Notes on a Scandal,"$27,500,000 ","$17,510,118 ","$50,578,411 "
89,19-Oct-07,Rendition,"$27,500,000 ","$9,736,045 ","$26,939,925 "
90,28-Oct-11,Anonymous,"$27,500,000 ","$4,463,292 ","$15,815,509 "
91,18-Mar-11,Limitless,"$27,000,000 ","$79,249,455 ","$155,564,919 "
92,6-Dec-91,Star Trek VI: The Undiscovered Country,"$27,000,000 ","$74,888,996 ","$96,900,000 "
93,7-Jun-02,The Divine Secrets of the Ya-Ya Sisterhood,"$27,000,000 ","$69,586,544 ","$73,826,768 "
94,3-Oct-97,Kiss the Girls,"$27,000,000 ","$60,527,873 ","$60,527,873 "
95,20-Jun-80,The Blues Brothers,"$27,000,000 ","$57,229,890 ","$57,229,890 "
96,25-Dec-94,The Jungle Book,"$27,000,000 ","$44,342,956 ","$44,342,956 "
97,6-Aug-08,The Sisterhood of the Traveling Pants 2,"$27,000,000 ","$44,089,964 ","$44,270,131 "
98,13-May-16,Money Monster,"$27,000,000 ","$41,012,075 ","$93,466,095 "
99,17-May-02,About a Boy,"$27,000,000 ","$40,803,000 ","$130,759,651 "
100,19-Aug-11,Spy Kids: All the Time in the World,"$27,000,000 ","$38,536,376 ","$80,681,183 "
1,16-Jul-99,Lake Placid,"$27,000,000 ","$31,770,413 ","$31,770,413 "
